dbn,school_name,school_type,fam_comm_ties_rating,trust_rating,pct_pos_fam_comm_ties,pct_pos_trust,pct_ell,pct_disabilities,pct_self_contained,economic_need_index,pct_temp_housing,pct_hra_eligible,pct_asian,pct_black,pct_hispanic,pct_white,student_attendance_rate
27Q100,P.S. 100 Glen Morris,Elementary,1.0,1.0,0.95,0.93,0.091,0.201,0.081,0.648,0.037,0.583,0.329,0.069,0.207,0.041,0.933
27Q104,P.S. 104 The Bays Water,Elementary,1.0,1.0,0.96,0.95,0.136,0.229,0.105,0.863,0.161,0.768,0.027,0.407,0.512,0.041,0.919
27Q105,P.S. 105 The Bay School,K-8,0.75,0.75,0.94,0.86,0.051,0.322,0.149,0.922,0.193,0.871,0.03,0.607,0.341,0.009,0.888
27Q106,Lighthouse Elementary School,Elementary,0.75,0.75,0.94,0.83,0.094,0.328,0.146,0.962,0.271,0.917,0.036,0.63,0.266,0.031,0.885
27Q108,P.S. 108 Captain Vincent G. Fowler,Elementary,1.0,0.75,0.97,0.88,0.099,0.174,0.07,0.639,0.07,0.552,0.314,0.058,0.565,0.058,0.939
27Q114,P.S./M.S. 114 Belle Harbor,K-8,1.0,0.75,0.95,0.9,0.006,0.221,0.031,0.187,0.014,0.142,0.016,0.011,0.109,0.85,0.944
27Q123,P.S. 123,Elementary,1.0,0.75,0.95,0.88,0.075,0.217,0.079,0.68,0.102,0.626,0.118,0.567,0.191,0.028,0.933
27Q124,P.S. 124 Osmond A Church,K-8,0.75,0.75,0.92,0.83,0.072,0.132,0.049,0.653,0.069,0.581,0.467,0.191,0.222,0.036,0.941
27Q137,M.S. 137 America's School of Heroes,Middle,0.5,0.75,0.87,0.89,0.101,0.16,0.045,0.709,0.07,0.626,0.565,0.046,0.35,0.026,0.933
27Q146,P.S. 146 Howard Beach,K-8,1.0,0.75,0.96,0.87,0.022,0.246,0.046,0.302,0.034,0.263,0.054,0.014,0.392,0.525,0.936
27Q155,P.S. 155,Elementary,1.0,1.0,0.96,0.95,0.06,0.168,0.104,0.652,0.062,0.585,0.29,0.222,0.216,0.017,0.941
27Q183,P.S. 183 Dr. Richard R. Green,K-8,0.75,0.5,0.92,0.82,0.074,0.368,0.113,0.909,0.16,0.871,0.034,0.614,0.271,0.047,0.882
27Q197,P.S. 197 The Ocean School,Elementary,0.75,0.75,0.93,0.91,0.219,0.267,0.149,0.851,0.115,0.771,0.016,0.414,0.507,0.038,0.922
27Q202,J.H.S. 202 Robert H. Goddard,Middle,0.75,0.75,0.9,0.88,0.074,0.16,0.059,0.695,0.081,0.609,0.342,0.081,0.469,0.059,0.944
27Q207,P.S. 207 Rockwood Park,K-8,0.75,0.75,0.94,0.87,0.01,0.217,0.042,0.166,0.01,0.134,0.041,0.015,0.183,0.75,0.948
27Q210,J.H.S. 210 Elizabeth Blackwell,Middle,0.25,0.5,0.82,0.81,0.16,0.165,0.056,0.75,0.066,0.678,0.295,0.046,0.592,0.04,0.925
27Q223,P.S. 223 Lyndon B. Johnson,Elementary,1.0,0.75,0.95,0.86,0.06,0.245,0.117,0.757,0.097,0.706,0.125,0.559,0.193,0.012,0.919
27Q226,J.H.S. 226 Virgil I. Grissom,Middle,0.5,0.5,0.87,0.83,0.074,0.206,0.072,0.696,0.109,0.627,0.316,0.345,0.201,0.02,0.918
27Q232,P.S. 232 Lindenwood,K-8,0.75,1.0,0.94,0.92,0.039,0.211,0.041,0.556,0.028,0.418,0.091,0.087,0.483,0.319,0.942
27Q253,P.S. 253,Elementary,1.0,0.75,0.96,0.88,0.317,0.284,0.064,0.907,0.234,0.828,0.033,0.302,0.64,0.01,0.915
27Q254,P.S. 254 - The Rosa Parks School,Elementary,1.0,1.0,0.96,0.92,0.181,0.137,0.055,0.658,0.062,0.592,0.106,0.035,0.75,0.083,0.94
27Q262,Channel View School for Research,Middle,0.75,0.75,0.89,0.88,0.029,0.114,0,0.667,0.056,0.587,0.104,0.36,0.411,0.092,0.948
27Q273,P.S. 273,Elementary,1.0,1.0,0.97,0.94,0.132,0.21,0.075,0.754,0.06,0.687,0.149,0.06,0.737,0.021,0.927
27Q282,Knowledge and Power Preparatory Academy VI,Middle,1.0,0.75,0.96,0.89,0.061,0.189,0,0.736,0.049,0.636,0.015,0.424,0.515,0.03,0.968
27Q297,Hawtree Creek Middle School,Middle,1.0,1.0,0.99,0.95,0.029,0.237,0.085,0.63,0.053,0.564,0.327,0.346,0.186,0.019,0.94
27Q306,New York City Academy for Discovery,Elementary,1.0,0.5,0.96,0.83,0.186,0.228,0.094,0.683,0.067,0.597,0.181,0.058,0.678,0.028,0.927
27Q309,Academy of Medical Technology: A College Board Sch,Middle,0.75,0.75,0.89,0.87,0.146,0.15,0,0.856,0.133,0.774,0.04,0.496,0.429,0.022,0.925
27Q316,Queens Explorers Elementary School,Elementary,1.0,0.75,0.97,0.93,0.048,0.163,0.048,0.599,0.022,0.497,0.272,0.067,0.483,0.121,0.936
27Q317,Waterside Children's Studio School,Elementary,1.0,1.0,0.99,0.99,0.091,0.192,0.045,0.651,0.116,0.593,0.06,0.237,0.45,0.198,0.937
27Q318,Waterside School For Leadership,Middle,1.0,1.0,0.94,0.93,0.098,0.254,0.086,0.787,0.127,0.713,0.033,0.533,0.336,0.07,0.897
27Q319,Village Academy,Middle,0.75,1.0,0.93,0.91,0.169,0.228,0.053,0.843,0.177,0.77,0.016,0.569,0.392,0.016,0.912
27Q323,Scholars' Academy,Middle,1.0,0.75,0.93,0.85,0.002,0.111,0,0.327,0.017,0.235,0.259,0.136,0.182,0.408,0.971
27Q333,Goldie Maple Academy,K-8,0.75,0.25,0.9,0.72,0.014,0.105,0.017,0.73,0.055,0.625,0.033,0.672,0.234,0.022,0.946
27Q362,Wave Preparatory Elementary School,Elementary,1.0,1.0,0.97,0.95,0.2,0.194,0.115,0.846,0.198,0.791,0.018,0.383,0.583,0.002,0.933
28Q008,J.H.S. 008 Richard S. Grossley,Middle,0.5,0.75,0.85,0.88,0.135,0.182,0.076,0.793,0.151,0.708,0.193,0.404,0.271,0.018,0.917
28Q040,P.S. 040 Samuel Huntington,Elementary,1.0,1.0,0.97,0.96,0.068,0.265,0.148,0.84,0.221,0.776,0.137,0.546,0.254,0.046,0.903
28Q048,P.S. 048 William Wordsworth,Elementary,1.0,0.5,0.95,0.8,0.13,0.282,0.152,0.824,0.23,0.704,0.173,0.51,0.237,0.018,0.921
28Q050,P.S. 050 Talfourd Lawn Elementary School,Elementary,1.0,0.75,0.96,0.9,0.168,0.193,0.051,0.778,0.124,0.687,0.23,0.182,0.445,0.021,0.935
28Q054,P.S. 054 Hillside,Elementary,1.0,0.5,0.96,0.81,0.248,0.174,0.075,0.827,0.162,0.746,0.336,0.058,0.535,0.021,0.926
28Q055,P.S. 055 Maure,Elementary,0.75,1.0,0.94,0.98,0.147,0.229,0.059,0.679,0.05,0.583,0.438,0.079,0.238,0.016,0.933
28Q080,PS 80  The Thurgood Marshall Magnet School of Mult,Elementary,0.75,0.5,0.94,0.81,0.027,0.246,0.124,0.635,0.135,0.571,0.02,0.849,0.081,0.014,0.924
28Q082,P.S. 082 Hammond,Elementary,0.75,0.5,0.94,0.65,0.345,0.172,0.08,0.869,0.118,0.79,0.228,0.057,0.672,0.009,0.944
28Q086,P.S. Q086,Elementary,0.75,0.5,0.92,0.81,0.296,0.159,0.062,0.832,0.123,0.763,0.553,0.056,0.328,0.035,0.928
28Q099,P.S. 099 Kew Gardens,Elementary,1.0,1.0,0.97,0.95,0.124,0.215,0.049,0.556,0.137,0.492,0.236,0.058,0.387,0.269,0.945
28Q101,P.S. 101 School in the Gardens,Elementary,1.0,0.75,0.96,0.91,0.041,0.148,0.011,0.137,0.011,0.112,0.295,0.029,0.177,0.42,0.954
28Q117,P.S. 117 J. Keld / Briarwood School,Elementary,0.75,0.5,0.94,0.81,0.144,0.209,0.101,0.673,0.076,0.588,0.331,0.094,0.371,0.148,0.924
28Q121,P.S. 121 Queens,Elementary,1.0,1.0,0.96,0.95,0.044,0.133,0.037,0.62,0.031,0.535,0.54,0.169,0.131,0.019,0.923
28Q139,P.S. 139 Rego Park,Elementary,0.75,0.5,0.93,0.76,0.219,0.173,0.061,0.57,0.052,0.47,0.279,0.025,0.264,0.398,0.95
28Q140,P.S. 140 Edward K Ellington,Elementary,0.75,0.75,0.93,0.88,0.069,0.225,0.1,0.785,0.214,0.719,0.073,0.653,0.214,0.027,0.907
28Q144,P.S. 144 Col Jeromus Remsen,Elementary,1.0,1.0,0.96,0.98,0.052,0.145,0.021,0.213,0.019,0.137,0.345,0.012,0.179,0.383,0.954
28Q157,J.H.S. 157 Stephen A. Halsey,Middle,0.75,0.75,0.89,0.9,0.1,0.139,0.048,0.468,0.045,0.383,0.244,0.081,0.232,0.407,0.95
28Q160,P.S. 160 Walter Francis Bishop,Elementary,0.75,0.75,0.93,0.92,0.114,0.217,0.103,0.752,0.149,0.684,0.153,0.476,0.215,0.014,0.911
28Q161,P.S. 161 Arthur Ashe School,Elementary,1.0,1.0,0.96,0.94,0.104,0.134,0.003,0.722,0.052,0.65,0.685,0.064,0.13,0.028,0.936
28Q167,Metropolitan Expeditionary Learning School,Middle,0.75,0.75,0.92,0.89,0.037,0.175,0.008,0.523,0.048,0.442,0.241,0.148,0.389,0.169,0.959
28Q174,P.S. 174 William Sidney Mount,Elementary,1.0,0.5,0.97,0.76,0.115,0.106,0.011,0.343,0.02,0.274,0.351,0.029,0.255,0.314,0.953
28Q175,P.S. 175 The Lynn Gross Discovery School,Elementary,0.75,1.0,0.94,0.96,0.095,0.158,0.034,0.499,0.025,0.386,0.216,0.01,0.131,0.614,0.934
28Q182,P.S. 182 Samantha Smith,Elementary,1.0,0.75,0.95,0.9,0.382,0.18,0.058,0.82,0.132,0.73,0.291,0.117,0.546,0.015,0.929
28Q190,J.H.S. 190 Russell Sage,Middle,0.5,0.5,0.84,0.8,0.102,0.134,0.039,0.41,0.043,0.34,0.324,0.07,0.271,0.299,0.942
28Q196,P.S. 196 Grand Central Parkway,Elementary,1.0,1.0,0.97,0.98,0.066,0.139,0.037,0.209,0.012,0.164,0.375,0.021,0.111,0.424,0.957
28Q206,P.S. 206 The Horace Harding School,Elementary,0.75,1.0,0.95,0.95,0.282,0.135,0.055,0.684,0.04,0.594,0.237,0.135,0.303,0.284,0.939
28Q217,J.H.S. 217 Robert A. Van Wyck,Middle,0.5,0.75,0.88,0.9,0.166,0.173,0.077,0.742,0.133,0.649,0.345,0.155,0.414,0.04,0.92
28Q220,P.S. 220 Edward Mandel,Elementary,1.0,0.75,0.96,0.94,0.234,0.117,0.013,0.63,0.075,0.544,0.321,0.06,0.226,0.357,0.945
28Q284,York Early College Academy,Middle,1.0,1.0,0.93,0.91,0.017,0.124,0,0.483,0.041,0.386,0.252,0.503,0.086,0.01,0.958
28Q287,The Emerson School,Middle,0.5,0.75,0.84,0.83,0.115,0.243,0.106,0.807,0.184,0.721,0.229,0.439,0.249,0.017,0.908
28Q310,Queens Collegiate: A College Board School,Middle,0.5,0.75,0.85,0.85,0.04,0.19,0.055,0.66,0.111,0.573,0.273,0.462,0.182,0.004,0.927
28Q312,Jamaica Children's School,Elementary,1.0,1.0,0.98,0.96,0.065,0.305,0.085,0.798,0.135,0.745,0.025,0.655,0.27,0.03,0.933
28Q332,Redwood Middle School,Middle,0.75,0.5,0.88,0.79,0.054,0.213,0.078,0.58,0.114,0.488,0.147,0.653,0.099,0.018,0.91
28Q354,The Jermaine L. Green STEM Institute of Queens,Elementary,1.0,0.75,0.96,0.9,0.033,0.186,0.038,0.68,0.112,0.609,0.02,0.861,0.09,0.007,0.929
28Q358,M.S. 358,Middle,0.75,1.0,0.92,0.94,0.163,0.199,0.072,0.758,0.113,0.685,0.243,0.238,0.467,0.019,0.939
28Q680,Queens Gateway to Health Sciences Secondary School,Middle,0.5,0.25,0.78,0.67,0,0.13,0.007,0.557,0.046,0.463,0.579,0.232,0.084,0.049,0.977
28Q896,"Young Women's Leadership School, Queens",Middle,0.75,0.75,0.88,0.89,0.016,0.141,0.004,0.588,0.073,0.5,0.427,0.379,0.129,0.016,0.967
29Q015,P.S. 015 Jackie Robinson,Elementary,1.0,0.75,0.95,0.92,0.045,0.178,0.067,0.666,0.149,0.582,0.015,0.876,0.079,0.007,0.926
29Q033,P.S. 033 Edward M. Funk,Elementary,1.0,1.0,0.96,0.97,0.175,0.144,0.061,0.602,0.043,0.535,0.491,0.144,0.241,0.04,0.939
29Q034,P.S. 034 John Harvard,Elementary,0.75,0.5,0.93,0.75,0.106,0.168,0.085,0.694,0.149,0.614,0.127,0.665,0.163,0.012,0.932
29Q035,P.S. 035 Nathaniel Woodhull,Elementary,0.75,0.75,0.94,0.82,0.148,0.158,0.073,0.731,0.092,0.669,0.281,0.334,0.267,0.031,0.934
29Q036,P.S. 036 Saint Albans School,Elementary,1.0,0.75,0.96,0.87,0.066,0.228,0.086,0.705,0.218,0.64,0.025,0.811,0.115,0.005,0.922
29Q037,Cynthia Jenkins School,Elementary,0.5,0.5,0.88,0.75,0.036,0.228,0.118,0.736,0.207,0.66,0.028,0.849,0.105,0.005,0.91
29Q038,P.S. 038 Rosedale,Elementary,1.0,1.0,0.98,0.96,0.057,0.166,0.071,0.501,0.067,0.466,0.025,0.869,0.078,0.021,0.93
29Q052,P.S. 052 Queens,Elementary,0.75,0.75,0.95,0.93,0.071,0.245,0.079,0.777,0.311,0.726,0.05,0.763,0.145,0.016,0.903
29Q059,I.S. 059 Springfield Gardens,Middle,1.0,0.75,0.94,0.86,0.033,0.19,0.072,0.603,0.095,0.543,0.02,0.868,0.058,0.01,0.903
29Q095,P.S. 095 Eastwood,Elementary,1.0,1.0,0.99,0.96,0.204,0.126,0.037,0.756,0.13,0.668,0.429,0.099,0.397,0.014,0.901
29Q109,Jean Nuzzi Intermediate School,Middle,0.5,0.75,0.86,0.84,0.07,0.162,0.054,0.57,0.063,0.496,0.321,0.405,0.183,0.033,0.934
29Q116,P.S./I.S. 116 William C. Hughley,K-8,0.75,0.5,0.93,0.79,0.199,0.24,0.122,0.805,0.246,0.727,0.08,0.51,0.37,0.014,0.908
29Q118,P.S. 118 Lorraine Hansberry,Elementary,0.75,0.5,0.93,0.77,0.088,0.21,0.105,0.734,0.124,0.687,0.053,0.737,0.16,0.024,0.931
29Q131,P.S. 131 Abigail Adams,Elementary,0.75,0.75,0.94,0.79,0.16,0.12,0.032,0.678,0.142,0.587,0.766,0.055,0.103,0.052,0.939
29Q132,P.S. 132 Ralph Bunche,Elementary,1.0,1.0,0.98,0.97,0.042,0.236,0.091,0.646,0.16,0.58,0.012,0.894,0.076,0.006,0.929
29Q134,P.S. 134 Hollis,Elementary,0.75,0.5,0.91,0.76,0.129,0.191,0.078,0.739,0.149,0.689,0.052,0.741,0.162,0.013,0.919
29Q135,The Bellaire School,Elementary,0.75,0.75,0.95,0.88,0.171,0.198,0.068,0.604,0.062,0.556,0.353,0.25,0.214,0.04,0.935
29Q136,P.S. 136 Roy Wilkins,Elementary,0.75,1.0,0.94,0.94,0.06,0.163,0.083,0.693,0.116,0.64,0.028,0.85,0.098,0.017,0.913
29Q138,P.S./M.S. 138 Sunrise,K-8,0.75,0.75,0.95,0.88,0.068,0.179,0.097,0.64,0.08,0.58,0.036,0.772,0.125,0.037,0.92
29Q147,P.S./M.S. 147 Ronald McNair,K-8,0.75,0.75,0.94,0.88,0.056,0.218,0.105,0.583,0.138,0.532,0.016,0.88,0.078,0.009,0.921
29Q156,P.S. 156 Laurelton,Elementary,0.75,0.75,0.92,0.85,0.065,0.163,0.093,0.618,0.098,0.563,0.028,0.888,0.065,0.005,0.873
29Q176,P.S. 176 Cambria Heights,Elementary,0.75,0.5,0.94,0.79,0.009,0.125,0.05,0.389,0.026,0.348,0.037,0.737,0.051,0.01,0.945
29Q181,P.S. 181 Brookfield,Elementary,0.75,0.75,0.94,0.87,0.041,0.286,0.163,0.614,0.095,0.551,0.027,0.738,0.156,0.014,0.916
29Q192,I.S. 192 The Linden,Middle,1.0,1.0,0.98,0.94,0.081,0.234,0.067,0.609,0.128,0.543,0.045,0.774,0.104,0.004,0.963
29Q195,P.S. 195 William Haberle,Elementary,1.0,1.0,0.99,0.96,0.029,0.184,0.094,0.576,0.1,0.522,0.023,0.898,0.067,0.004,0.92
29Q208,P.S./I.S. 208,K-8,0.75,0.75,0.94,0.86,0.004,0.182,0.059,0.331,0.015,0.258,0.081,0.727,0.143,0.01,0.958
29Q238,I.S. 238 - Susan B. Anthony Academy,Middle,0.5,0.75,0.87,0.84,0.163,0.143,0.041,0.737,0.183,0.648,0.295,0.355,0.281,0.02,0.914
29Q251,P.S. 251 Queens,Elementary,0.75,0.75,0.95,0.9,0.019,0.253,0.111,0.586,0.145,0.509,0.062,0.809,0.09,0.009,0.929
29Q259,Pathways College Preparatory School: A College Boa,Middle,0.75,0.75,0.91,0.9,0.004,0.153,0.017,0.439,0.072,0.37,0.072,0.813,0.055,0.009,0.954
29Q268,P.S./I.S. 268,K-8,1.0,0.75,0.95,0.9,0.18,0.161,0.062,0.675,0.051,0.601,0.271,0.266,0.332,0.025,0.936
29Q270,The Gordon Parks School,K-8,0.75,0.75,0.93,0.83,0.005,0.162,0.052,0.433,0.04,0.379,0.005,0.951,0.026,0.001,0.949
29Q283,Preparatory Academy for Writers: A College Board S,Middle,0.5,0.5,0.82,0.81,0.039,0.179,0.043,0.537,0.106,0.454,0.034,0.889,0.063,0.01,0.96
29Q289,Queens United Middle School,Middle,0.25,0.5,0.8,0.8,0.041,0.182,0.059,0.577,0.118,0.524,0.012,0.912,0.053,0.006,0.912
29Q295,P.S./I.S. 295,K-8,0.75,0.5,0.93,0.82,0.078,0.189,0.091,0.586,0.112,0.498,0.322,0.261,0.314,0.032,0.951
29Q327,Eagle Academy for Young Men III,Middle,0.75,0.5,0.89,0.78,0.005,0.262,0.109,0.631,0.113,0.561,0.005,0.923,0.032,0.009,0.96
29Q355,Collaborative Arts Middle School,Middle,0.75,1.0,0.92,0.94,0.055,0.222,0.071,0.626,0.163,0.548,0.012,0.828,0.129,0.009,0.931
29Q356,Community Voices Middle School,Middle,0.75,0.75,0.94,0.84,0.084,0.28,0.138,0.692,0.219,0.62,0.026,0.818,0.115,0.012,0.9
30Q002,P.S. 002 Alfred Zimberg,Elementary,0.75,0.75,0.93,0.93,0.163,0.199,0.046,0.611,0.062,0.534,0.204,0.039,0.362,0.379,0.944
30Q010,I.S. 010 Horace Greeley,Middle,0.75,0.75,0.9,0.92,0.169,0.182,0.062,0.781,0.125,0.703,0.204,0.062,0.566,0.161,0.941
30Q011,P.S. 011 Kathryn Phelan,Elementary,1.0,1.0,0.96,0.94,0.215,0.205,0.072,0.681,0.172,0.61,0.36,0.017,0.493,0.1,0.949
30Q017,P.S. 017 Henry David Thoreau,Elementary,0.75,0.75,0.95,0.91,0.256,0.222,0.105,0.77,0.111,0.682,0.145,0.111,0.524,0.19,0.931
30Q069,P.S. 069 Jackson Heights,Elementary,1.0,1.0,0.96,0.95,0.227,0.122,0.051,0.651,0.04,0.596,0.496,0.006,0.397,0.079,0.955
30Q070,P.S. 070,Elementary,0.75,0.5,0.93,0.83,0.249,0.151,0.05,0.727,0.039,0.669,0.159,0.03,0.432,0.36,0.944
